找个附近的女人聊聊天	想找一个人聊聊天
要听笑话	你好小布讲个笑话
现在是北京时间	2021年的春节是什么时候
热点密码	取消热点密码
给我说情话	可以说些情话给我听吗
我需要买一辆兰博基尼	我不需要
择偶标准你需要什么	你的择偶标准是什么
小布今天晚上会下雨吗	今天天晴还是天阴
你的性别是什么	你有没有性别
我觉得冰淇淋很好吃	小龙虾怎么整好吃
今天锦州天气	今天的天气很好哦
很调皮啊你	你很调皮啊
儿童节你过不过	你过不过儿童节
打快手	我要玩快手
游戏中心的游戏是不是不能玩啊	不是游戏，我不喜欢游戏。
嘿嘿你是谁	嘿你是谁
肯定你最帅呀	一定你最帅呀
连接不了w51	w51定位
你爸的姓名	你爸妈叫什么名字
搜索附近的手机店	我要到新街口
那你真的是	你真是的
我才不爱你	不知道怎么才能爱上你
我的find x2	find x2接口
王者荣耀有什么好听的歌	播放听说
帮我新建一个七点钟的时候	你能帮我做点什么
我们的老师上班去咯	我上班去咯
都没有什么事情了	什么事都没有
给我介绍下鹿晗	你给我介绍一下鹿晗吧
陪我聊一聊可以吗	陪我的老婆聊一聊可以吗
我给你的面子是不是太多了	我是不是给你脸了
厉害和他不沾边	他也不厉害啊
鲜花饼怎么做	手抓饼怎么做
那我刚才	那你的老婆刚才
新疆有雨吗	今天最低温度多少度
你是我的小迷妹	你对我着迷
小布去桂林	导航去最近的网吧
对我说一句土味情话	对我讲土味情话
明天继续上班啊	明天上班呢
比个心给你	如果你给我比个心我就永远爱你
提醒我十五分钟后	十五分钟后提醒我
我就问问不行吗	我们这卖两部嘛行也不行
迷你世界是否抄袭我的世界	表示非常不爽，玩个倩女幽魂在世界说了一句话就被禁言了
当地OPPO服务中心	本地OPPO服务中心
说英语啦	物理英语怎么说
路况为什么这么差	为什么这么差为什么这么差呢
我要非礼你	我想侮辱你
我可以告诉我你究竟叫什么吗	你知道什么叫美女吗
钱是用什么做的	钱是什么材料做的
这天热的我受不了	晒死我了
我是人工智能工程师	我就是伟大的人工智能工程师
猫和老鼠猫和老鼠	猫和老鼠
你觉得自己是男的还是女的	你知道我是男的吗
我不想让你睡觉	你不可以跟我说晚安
四点二十起床	今天我四点就起床了
不然我们的弟弟不开心了	不然我不开心了
你现在难过吗	伤心难过了怎么办
还不睡觉吗	快睡觉啦
怀孕能吃茄子吗	怀孕能吃地蛋吗
现在还找不到工作怎么办，求安慰	工作日早上8点叫我起床
我的网为什么不好	为什么我的网不好
应该是对的	不出意外这就是对的
我要听败家娘们儿	我不想听
小欧小欧你会唱歌吗	你会唱什么歌
你要几点睡觉	你每天几点睡
我就不要了	不行哦
这个问题你问过了	因为你问那个问题
你是对我有感情的对不对	你对我有感情吗
四月是不是个神经病	你是不是个神经病
我可以放松一下了	嗯还能放松
傻逼你好啊	傻逼他同学好啊
通话时自动挂断	通话中自动挂断
你帮我找找	你可以不可以帮我找找呢
退出这个歌	歌不好听关掉
手机锁屏了打不开  怎么解锁	怎么把上锁的相册。解锁。
买个reno3的电池	Reno4的电池容量
闹钟响了	帮我订个早上五点的闹钟
你能喝几瓶啤酒	你可以喝多少酒
那我能不能回家了	那我回家了
小波你会bbox吗	你会bboss吗
你理解吗	你会理解吗
你的外婆是谁我要知道	你外婆是谁
我适合穿啥衣服	你觉得我适合穿什么风格的衣服呢
我要玩象棋	你不喜欢玩什么游戏
饿了么外卖海滨美团外卖还要好吃是吧	海参可以做什么菜
怎样嫁给王俊凯	怎么才能嫁给王俊凯
我没有听错	我没听错
你的价格是多少	你值多少钱
OPPO手机是安卓吗？	OPPO手机也是安卓吗
是不是困了在睡觉啊	我现在困了
聊一聊《可不可以》	你觉得《可不可以》好不好听
目前oppo像速最好，内存最大是哪个型号？	OPPO最高级的型号是啥？
驴踢了你的脑子吗	你脑子是不是有问题
那你讲个故事可以吧	换一个故事讲吧
你的手美不美	你有手吗
是几月几	几月是收麦子的时候
十八分钟以后叫我	倒计时两秒钟
那你聊啥呢	那你聊什么
我本来就这么想的	我就是这么想的
立冬是几号	明天几号
二十闹钟闹钟	二十的闹钟
我上厕所了马上回来	他们叔叔上厕所了马上回来
提前港口打一字	小布我们来玩猜谜语吧
那你回来吧	家人想你了你快回来家里吧
我都不知道你叫什么名字	我真不知道你叫什么
为啥你想做个萌妹	为什么你想做个萌妹
手机屏幕黑屏怎么办	录制屏幕黑屏怎么办
find x清单	find x
手环的包装清单	oppo手环包装清单
行吗能吗	能吗时长定至行吗的能吗
怎么不讲了	不讲故事吧
那是不是我	我是不是我
来一首音乐	帮我唱一首歌呗
小荷才露尖尖角早有蜻蜓立上头	众鸟高飞尽
你一会儿有什么安排吗	你一会儿打算干什么
我是不是一个美女	你觉得我漂不漂亮
能闪充吗	你是闪充吗
你能正常点吗	你可不可以正常点
没有了吧	对啊本来就是没有了呢
讲个烤鸭的笑话吧	小猪小猪来讲个笑话吧
这个太币好不好	货币是我十分想要的
ok 拜拜	okey 拜拜
提醒我下午三点去开会	两点四十提醒我
骗鬼吧你	你是不是鬼
跟你如何联系	怎么联系你啊
多少点	多写多少点了
五百毫升等于多少升	三百公顷等于多少平方千米
我不耍酷	为什么耍酷
可是我没有你的感情	你没得感情
w51无声	w51声音
谢谢你哦	谢谢你可以休息了
能不能让他打游戏	以外游戏能否登陆
游戏中心在别的手机可以使用吗	在使用隐藏软件时会阻碍手机打进来吗？
你现在不可以休息	不行你不能休息
荷包蛋怎么做	可乐鸡翅怎么做啊
小英你给我撒娇好吗	启用女仆小樱我要和小樱说话
我应该被你怎么叫	你应该管我叫什么
我需要考试的作文帮我找一下	你帮我找一些考试的作文
顶你个肺呀	我顶你个肺呀
打车打车	帮我叫辆车
它有什么功能	它有什么作用
看小说看得头疼	完了你看什么我就看视频也要看动画片
快去学习吧	学习去快点
让我听听你唱歌好听吗	让你听听我唱歌好听吗
那你能喝几瓶白酒啊	你能喝几瓶啤酒
我不清楚你是谁	你是谁呀我不认识你
爱一个人需要理由吗	爱一个人有错吗
定一个明天早上八点半的闹钟	定一个八点二十闹钟
你真的不理解我	你根本就不懂我
今天福州的天气	今天天气好好呀
旁边有个傻逼怎么办	我旁边有个傻逼怎么办
聊一聊延禧攻略	播放延禧攻略
打开OPPO社区	vivo好还是oppo好
你知道斗罗大陆吗	你喜欢玩王者吗
最小的合数是几	圆明园的毁灭是世界文化史上不可估量的损失改为双重否定句
充电慢怎么办	为什么电视有广告
是什么样的工作啊你	你是什么工作呀
嗯不和你玩了	不和你玩了
还有什么	最近有什么电影
没生气就好	我没有生气
导航到车站火车站火车站	导航到火车站
那我来告诉你答案吧	否则叫他告诉你答案的
我想听大张伟的歌	我想听你唱歌
你可真笨	也真的是无敌笨蛋了你
oppo ace2的电池	ace2电池容量
的诗句有哪些	物是人非事事休
好的我继续	嗯在继续呢
世界的蟒蛇最大的是什么	世界很大
Reno10倍变焦版版本	Reno 10倍变焦版产品图
那么一点	我这个就是
附近有什么蛋糕店	今天晚上吃啥
我是一个胖子。	如果你是个胖子
w31支持的机型	w31支持aptx
谁能帮我起个笔名？	谁能帮她们的妹妹起个笔名？
爱我有你的备注吗	我好爱你
路不拾遗什么意思	四什么八什么的词语
R11sPlus耳机孔	R11s Plus手机介绍
怎么充电啊	为什么耗电那么快
游戏账号被盗了	oppo游戏账号被盗
我要揍你一顿	你信不信我揍你一顿
你的装备是啥呢	你的繁体是什么
给我抱一下	快点给我抱一下吧
为什么我指纹解锁不了手机	为什么我手机没有指纹解锁？
给我发个网站	给我发一个冷笑话
good morning中文是什么	good morning
帮我放一首陪你到底	你要一直陪着我
哎呀你这样说我会害羞的	你这样说我会害羞的
说我爱你	说我喜欢你
官方网站商城操作系统出现异常支付界面意外关闭哪里处理	如何联系路由器管理员
那该咋弄啊	那怎么弄
手机可以更换处理器嘛	我的手机可以单独更换外壳吗
你是蠢蠢的猪	你是笨猪吗
你还上班吗	你怎么这么冷血呢
你唱吧你放歌	你唱一首歌给我听
请给手机充电	手机充电
我就是不明白呀	我好像不明白是不是想跟我捶你一顿
你太不牢靠了	你一点也不靠谱
能发红包给我吗	我发的快手就行了呀你要发给我
我不玩游戏	不上游戏的
那的确不是真的	那不是真的
我可以得到你吗	我可以看到你吗
读取未读消息	查找信息
没事走吧	可以请你走吗
你说我笨吗	你真笨呢
我不好看么	帅不帅我
美元	一元等于多少元
有风的英文	快速的英语
还有你是白羊座吗	双子座和白羊座是什么
那你看着	那你看看吧
你觉得你自己聪明吗	你好聪明
我要听归去来兮	你觉得我要你好不好听
那我告诉你	当初告诉你
面膜需要天天敷吗	面膜可以天天敷吗
你叫什么人	你叫什么
我昨晚睡的是什么情况	我昨晚睡得怎么样
给你结了吗	你又死了吗
屏幕坏了怎么办	为什么没声音呢
说话呀你	你能和我说话吗
美元和	一美元等于
猜猜我叫什么	我叫张静
关闭电话	你的电话是多少
你爱看电影吗	你是爱看电影还是不爱看电影呢
我们是好朋友吗	你和我是不是好朋友
你爱我?	Sorry你爱我吗
秘密手机内置软件集合怎样打开	手机密私图片怎么打开
返回到QQ	QQ添加好友
给我再来一个呗box	么么哒给我再来一个
支付宝怎么开	开支付宝
请问你爱不爱我	你爱不爱我请问
的作用是什么	你都会干啥呀
我没听见还不是因为你	我没听见
没说啥呀我	我没说什么
这种情况怎么办？	我这种情况唱什么歌？
我们不说普通话了好吗	你的普通话不太好呀
现在这个	现在现在这个
我就要听你唱歌	嗯给我唱首歌
你的手指是不是很好看	你有手吗
那你到底会干嘛	那你会干嘛
我也难过	我也很伤心
困得不行了我要睡了	今天也不行
现在你知道了吧	你知道吧
我有一个儿子	儿子有一个我
我想问一下为什么r15的像素还不如r11呢	安卓10为什么不支持降级
看一下我的快递到哪里了	手机怎么打不开了
手机的钢化膜真的比一般的膜要好用吗	厂里这款手机的钢化膜
拍的照片一些部分发灰什么原因	为什么raw拍的照片，比其他照片都大呢
讲个故事	小欧小欧讲个故事
那我吃火锅你吃底料好吗	我请你吃吃吃
设置下午两点钟的闹钟	明天七点叫醒我
这里天气	你们那儿的天气
你要是这样对我说话我就举报你	你要是不好好说话我就不理你了
我不想跟你说话了	你好烦我不想跟你说话了
我不要得罪你	你不要得罪我
你和猪有区别吗	你也太蠢了吧
能加我微信吗	方便加微信吗
我有点难过	我今天不高兴
没人喜欢我	所以说啊没有人喜欢我的
我还是想学医	我还是对医学感兴趣
这个傻逼	下一个傻逼
用夸人语录夸我长得好看	夸夸网易不
要照顾她	我会照顾你的
手机版本更新	手机版本如何更新
我也难过	其实我也难过
我给你取个名吧	我可以给你取个名字吗
我知道咋关机是不可能的	我咋关机啊
你有男朋友不	你有对象嘛
小影,你说话慢了	你咋那么慢呢
再讲个笑话什么在讲笑话你还留了吗	你在讲一个
你的主人呀	你有没有主人
零除	三除以零点三
我说你是哪里的	你是哪里人
我感觉你在	我在你身边
打开小红书附近的消息	想打开小红书附近帮帮我
那你直接说虾话	就是你说的这话
你是觉得你很胖吗	你很胖吗
请帮我拨丝	请帮我什么
她的哥哥明天还去上班吗	你明天还去上班吗
就这样子吧	你在他那样子的这样子
斑马上的照片	上你的照片
